dp_tot_T,SER
1e-08,6.099999999999999e-05
1e-07,6.3e-05
5e-07,0.0001625
1e-06,0.00032749999999995
5e-06,0.6383605
1e-05,0.9078675
5e-05,0.926635
0.0001,0.9257715
