dp_tot_T,SER
1e-08,0.0001
1e-07,0.0005514999999999999
5e-07,0.0228435
1e-06,0.07786499999999995
5e-06,0.770957
1e-05,0.830824
5e-05,0.8567910000000001
0.0001,0.8619225000000001
