dp_tot_T,SER
1e-08,0.000417
1e-07,0.000414
5e-07,0.00153749999999995
1e-06,0.0060195000000000005
5e-06,0.7909085
1e-05,0.8413124999999999
5e-05,0.8544965
0.0001,0.8546855
