mu,SER
0.000590892396387622,0.9355249999999999
0.0030107852567275314,0.014085
0.0010481395562625254,0.097
0.003516747584404791,0.012635
0.0016899940302598283,0.03327
0.0006496293185453327,0.238195
0.0077702457910686,0.00753
0.0016287792644137284,0.04141
0.004725335158973225,0.00976
0.009860105557032952,0.013425000000000001
0.008008811474254128,0.00876
0.007874982443524055,0.0066300000000000005
0.00717792379710872,0.006775
0.006762403066191901,0.00814
0.006492437278205891,0.008795
0.009726649111610591,0.011415
0.0059574154134952,0.00673
0.005285513447528906,0.007124999999999999
0.008746235427128848,0.011375
0.0057991819426301255,0.0074
0.004153985646698649,0.00785
0.007195774555145002,0.009295
0.0087255981248675,0.009219999999999999
0.006072870901324915,0.00601
0.005822124237186735,0.006935
0.00610498564954534,0.006635
0.004895468954918089,0.007275
0.008201813648749797,0.007605
0.006354815242343727,0.008065
0.004121065353943479,0.010055
0.00714233322637235,0.00769
0.005905983177663835,0.006975
0.008957673181131618,0.00874
0.005483689092665929,0.007235
0.004366047519780036,0.006055
0.002698583579031283,0.01532
0.0030921065887527946,0.01368
0.004283778624855872,0.008925
0.004537412374210934,0.0091
0.003713760199834346,0.00719
0.002370743216180108,0.0265
0.0075638057722842425,0.007345000000000001
0.006159443691537592,0.008575
0.005192206370335167,0.00945
0.006868300790451839,0.00727
0.0035510901541939126,0.0119
0.0002300719997995757,0.93113
0.0055781600881940445,0.007994999999999999
0.00668484798952601,0.007535
0.007648213233361606,0.00711
0.005000629583743091,0.009835
0.0062236251061386725,0.007425
0.007217063060006378,0.007219999999999999
0.008319861738674689,0.009165
0.006931970720684349,0.008355000000000001
0.007536015306137894,0.007845000000000001
0.006468888757233117,0.007955
0.005931518541797866,0.007385000000000001
0.007877618163977525,0.00659
0.004589323907060627,0.0103
0.00812736008842744,0.009235
0.009270206339590779,0.01034
0.008610877833883354,0.008150000000000001
0.007844791301273314,0.014365
0.005515829197731463,0.007699999999999999
0.007115321085622543,0.006925000000000001
0.007456947844840103,0.007705
0.0065415428985820725,0.00754
0.009259700658628718,0.01089
0.008431948901968214,0.007039999999999999
0.005273787534419401,0.011890000000000001
0.006157158257932753,0.006035
0.0062513157996082515,0.008555
0.00788646143377732,0.008650000000000001
0.006017943067760103,0.007585
0.005672658062538588,0.0071400000000000005
0.004848375059102627,0.009000000000000001
