dp_tot_T,SER
1e-08,4.2e-05
1e-07,0.000101
5e-07,0.000294
1e-06,0.001212
5e-06,0.4129299999999999
1e-05,0.7202029999999999
5e-05,0.845809
0.0001,0.852033
