dp_tot_T,SER
1e-08,0.00041200000000000004
1e-07,0.0007649999999999
5e-07,0.02120399999999995
1e-06,0.086063
5e-06,0.774658
1e-05,0.823361
5e-05,0.8621435
0.0001,0.8629175
