dp_tot_T,SER
1e-08,8.1e-05
1e-07,0.00013900000000000002
5e-07,0.00042999999999995
1e-06,0.00135299999999995
5e-06,0.3173505
1e-05,0.6913925
5e-05,0.8436275000000001
0.0001,0.848858
