dp_tot_T,SER
1e-08,0.000132
1e-07,0.000247
5e-07,0.0012234999999999
1e-06,0.0056224999999999505
5e-06,0.6998955
1e-05,0.8054735
5e-05,0.8444370000000001
0.0001,0.856425
