dp_tot_T,SER
1e-08,0.32894650000000003
1e-07,0.1621555
5e-07,0.00911699999999991
1e-06,0.007432999999999921
5e-06,0.39437949999999994
1e-05,0.7541355000000001
5e-05,0.8444254999999999
0.0001,0.8455475000000001
