mu,SER
0.002205560968133478,0.02842
0.008144725192673124,0.00913
0.0065554616141777254,0.007
0.0014680339519198861,0.058395
0.003016488088933163,0.01814
0.0007660204058827084,0.17144500000000001
0.004492603197419224,0.008095
0.006170633748699548,0.006305
0.00045940252280985105,0.23369
0.004522651216035188,0.007455
0.009054236052653951,0.009275
0.006642405695518469,0.007535
0.006338731023342749,0.011604999999999999
0.006785136268493975,0.008150000000000001
0.005564925997191485,0.008705000000000001
0.008102567448108805,0.00808
0.00956433460951879,0.011980000000000001
0.0040194784517689555,0.010020000000000001
0.007631942431394718,0.008740000000000001
0.005467129286527864,0.00833
0.0037898192196379114,0.007785
0.005034806335548696,0.00766
0.006272447261944755,0.007755
0.007463340688502525,0.00809
0.003210614141661533,0.01682
0.0048214719193892825,0.00841
0.005783130739129885,0.005894999999999999
0.005894087829105084,0.008555
0.007155272138039306,0.00667
0.008634982621892393,0.008664999999999999
0.009936499703013727,0.009645
0.007247274121967408,0.008820000000000001
0.007026515327163464,0.006395
0.007125739170379064,0.008400000000000001
0.008440164010162654,0.010195
0.007870727157336187,0.009565
0.0058560263002688,0.008025
0.007045556681055528,0.0072
0.0023947980341222225,0.01784
0.006020700432928091,0.008215
0.005293940816028454,0.00702
0.006546655019058985,0.0065450000000000005
0.006717277527294162,0.008480000000000001
0.006544734316184377,0.006200000000000001
0.006214458504204887,0.00662
0.004422605777391822,0.00741
0.005769856846839641,0.006845
0.007680298649002394,0.0076950000000000005
0.006841945291097324,0.00803
0.006422384321471081,0.007575
0.0052034747161254025,0.009755
0.006282514539160378,0.0070799999999999995
0.006130830460371048,0.008815
0.006670200209242937,0.007515
0.004841843629203332,0.009474999999999999
0.005409781824967066,0.00939
0.005679002465390283,0.011179999999999999
0.007413890121327888,0.008015
0.008037552967731646,0.008785000000000001
0.00657886655513354,0.008435
0.00894198120186805,0.009080000000000001
0.007220541731399464,0.008105
0.0070004945248119226,0.0103
0.006391434655255895,0.006905
0.008447437115593457,0.0097
0.007688454473413938,0.00716
0.006044272415578247,0.00942
0.006884759742409783,0.006815
0.004360071588838131,0.009455
0.005570471785443659,0.008915
0.007333786491289365,0.007925
0.006881013403229506,0.0064
0.0008983784102317297,0.12823
0.0064633462974533935,0.005379999999999999
0.00655179560872959,0.00672
0.006161612259019618,0.007395
0.0049332506161658945,0.00984
