dp_tot_T,SER
1e-08,0.00128649999999995
1e-07,0.0019529999999999999
5e-07,0.002182
1e-06,0.003419
5e-06,0.37164449999999993
1e-05,0.7451665
5e-05,0.8437475
0.0001,0.848131
