dp_tot_T,SER
1e-08,0.00018599999999999
1e-07,0.00019499999999997
5e-07,0.00020349999999991
1e-06,0.00044599999999993007
5e-06,0.6965265000000002
1e-05,0.9232775
5e-05,0.9252255
0.0001,0.9263770000000001
